user_id,first_name,last_name,email,age,income_bracket,customer_tier,risk_profile,city,state,country,registration_date,preferred_categories,is_active,source_system
c80286a0-f5c5-4b00-a639-73caae1e53e9,Kimberly,Warren,dennis62@example.net,58,very_high,platinum,conservative,Pattersonport,CT,USA,2025-08-11T10:27:22,"health,education,groceries",true,third_party_registration
7f3df65e-6e30-4fd2-858b-b6e3da299f93,Nicole,Freeman,uperkins@example.net,58,very_high,platinum,conservative,Cohenmouth,AK,USA,2025-08-04T14:58:44,"entertainment,technology,education,health",true,third_party_registration
e678d8c3-73de-46fe-be5d-b913a71e76a5,Jennifer,Elliott,shellypatrick@example.com,41,medium,silver,moderate,Williamland,AS,USA,2025-08-16T13:17:55,"education,travel,groceries,health",false,third_party_registration
a548f44f-836e-4b68-b2c2-33a29b7ebfdb,Anna,Fletcher,mccoyalan@example.net,65,high,gold,conservative,East Robertotown,OK,USA,2025-08-02T13:15:57,"education,health,technology,fashion",true,third_party_registration
b3bd38e1-543c-45c1-b008-c2c4ca1f5e15,Billy,Lewis,ashley14@example.com,46,high,gold,moderate,Pittsborough,RI,USA,2025-08-13T16:58:41,"health,entertainment,fashion,groceries",true,third_party_registration
cb40f9cc-88b7-410a-b722-cb802399956f,Thomas,Gross,njohnson@example.net,54,high,gold,moderate,North Robertmouth,MN,USA,2025-08-10T17:00:58,"technology,fashion,health",true,third_party_registration
2d300b27-7da2-4d1d-b4aa-6c08f1479f98,Jose,Miles,zwhite@example.com,60,high,silver,conservative,Port Douglasside,WY,USA,2025-08-24T15:21:41,"technology,travel",false,third_party_registration
50e54a38-794b-412f-a459-7de29ce1bb36,Heather,Wright,hailey72@example.com,39,high,silver,moderate,South Derekbury,FM,USA,2025-08-12T10:07:17,"travel,technology,fashion,education",true,third_party_registration
0f1e58d9-7e55-475f-9e60-e140081aad9c,Jennifer,Yates,nlee@example.net,56,very_high,platinum,conservative,Joshuachester,ID,USA,2025-08-26T17:26:45,"travel,technology,health",true,third_party_registration
af12c52a-dbf4-4be8-878a-009dbd695fd5,Lauren,Bennett,melissa70@example.net,72,very_high,platinum,conservative,Port Scottside,MH,USA,2025-08-13T12:57:03,"fashion,health,travel,entertainment",true,third_party_registration
8990d8f3-6639-4de0-a0ea-b35e8dfd2bd7,Richard,Perry,hthompson@example.org,49,high,silver,moderate,Donaldview,AS,USA,2025-08-06T12:07:56,"travel,groceries",true,third_party_registration
cc35c177-bf47-45e9-9f6c-f32197413705,Victoria,Rodriguez,deleonlarry@example.com,75,high,gold,conservative,West Erica,PR,USA,2025-08-08T10:00:58,"health,technology,travel,groceries",true,third_party_registration
e79c2204-8369-4c70-a22d-71a8a6063a02,Laura,Turner,nataliehancock@example.org,44,medium,silver,moderate,South Justin,ND,USA,2025-08-02T10:32:00,"education,travel",true,third_party_registration
376a9a5a-f538-4103-927b-c2513767065b,Erica,Aguilar,robertanderson@example.com,45,high,silver,moderate,Jarvisville,SD,USA,2025-08-26T13:50:39,"education,entertainment,technology",true,third_party_registration
a10a6769-6810-4eda-a123-c04e46fe14cf,Loretta,Guzman,michaelcox@example.com,31,high,silver,conservative,Ericshire,UT,USA,2025-08-25T13:29:30,"education,fashion,health",false,third_party_registration
b1db65c1-46f8-40d4-af8b-61a4fcc3b5a2,Ryan,Lyons,buckeric@example.org,44,medium,bronze,moderate,Lake Monica,WA,USA,2025-08-26T12:52:35,"entertainment,health,fashion,education",true,third_party_registration
73156a99-0262-46b3-9b2c-363f6e40f6fd,Sandra,Martin,robertsonjustin@example.net,24,low,bronze,aggressive,Katrinafurt,FL,USA,2025-08-10T11:09:06,"health,travel,technology",true,third_party_registration
d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,Ruth,Perez,nathanielmatthews@example.net,35,medium,bronze,moderate,Port Bryanmouth,IA,USA,2025-08-13T14:50:01,"travel,groceries",true,third_party_registration
b81c531a-504a-4a60-b966-7965bd5663a2,Courtney,Bradford,jeffrey36@example.com,30,medium,silver,conservative,Nicoleview,NJ,USA,2025-08-02T13:57:15,"fashion,entertainment",true,third_party_registration
91fae1e6-fb78-4b79-a65d-888b93a82a4f,Gina,Chavez,dylan84@example.org,59,high,silver,moderate,North Julieburgh,MI,USA,2025-08-06T12:42:36,"entertainment,technology,education,travel",true,third_party_registration
dc30ed08-5b25-4bba-83f0-171a73b8e859,Jenny,Rios,melindapatel@example.net,52,high,gold,conservative,Nicoleview,UT,USA,2025-08-11T12:21:59,"fashion,education,entertainment",true,third_party_registration
7f61b392-af69-4f70-96d0-77602076aea7,Thomas,Martin,nicolepope@example.com,29,medium,silver,aggressive,Kennethview,PW,USA,2025-08-12T13:08:54,"education,technology",false,third_party_registration
66998ff4-70fe-430e-ab22-a556f54770b4,Patricia,Wright,cathysmith@example.com,35,medium,silver,conservative,Rodriguezside,AL,USA,2025-08-27T11:26:38,"health,technology",true,third_party_registration
0d634440-fb97-4c96-8709-e1bd44725c20,Ashley,West,jonesjohn@example.net,45,high,gold,conservative,South Gregborough,MI,USA,2025-08-25T09:27:27,"entertainment,education,travel",true,third_party_registration
f72ecc5a-aa03-44ba-8bc6-5243f42097a7,Allison,Graves,evan31@example.net,39,high,gold,conservative,Lake Johnchester,WV,USA,2025-08-20T15:16:01,"technology,entertainment",true,third_party_registration
